titel,artiest,jaar,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,id
Father Figure,George Michael,1988,,,,,,,,,1518.0,,1832.0,,1700.0,1376.0,1422.0,1267.0,1548.0,1591.0,536.0,626.0,0L0T4tMAaGqLgIVj1MOj9t
Mushanga,Toto,1988,,,,,,,,,1523.0,,1439.0,,1445.0,1292.0,1131.0,1111.0,1364.0,1462.0,1401.0,1527.0,2ixCoRL71z0cmHKwZGEhYE
Adios Amigo,Jim Reeves,1966,,,,,,,,,1558.0,,,,,,,,,,,,6J1HWy2pduS8uK2t6Xs0q2
A Little Less Conversation,Elvis vs. JXL,2002,,,,,,,,,1567.0,,1292.0,1481.0,1566.0,745.0,1240.0,1506.0,1640.0,1773.0,1835.0,1855.0,42cTWPttkjIhXybDhjzEi8
Where The Wild Roses Grow,Nick Cave & Kylie Minogue,1995,,,,,,,,,1626.0,,1497.0,1369.0,1350.0,1096.0,787.0,805.0,977.0,934.0,864.0,865.0,3OwtuzRo8mc7lgsBau9MWk
Me Gustas Tu,Manu Chao,2000,,,,,,,,,1636.0,,1407.0,1259.0,1142.0,1157.0,966.0,1166.0,1104.0,1078.0,1161.0,1617.0,6b37xrsNCWYIUphFBazqD6
Save Room,John Legend,2007,,,,,,,,,1646.0,,,,,,1993.0,,,,,,3sTc75CCyIw4FPs6cXkOe7
No Son Of Mine,Genesis,1991,,,,,,,,,1649.0,,1213.0,,1260.0,1135.0,1128.0,1107.0,1416.0,1503.0,1468.0,1805.0,6YsCavQbx3YITYsnIKvF3j
Magic Man,Heart,1976,,,,,,,,,1652.0,,1254.0,1360.0,1587.0,1749.0,1589.0,1464.0,1598.0,1960.0,1810.0,,4sUlsy0tPv9n5nqrqeA0lE
When You're Gone,Bryan Adams & Melanie C,1998,,,,,,,,,1659.0,,,1933.0,,,,,,,,,0mto4XYo8GISKnDxlLdK2a
Happy Ending,Joe Jackson,1984,,,,,,,,,1663.0,,,1788.0,,1780.0,1959.0,1900.0,1918.0,,,,1qv9TWDpXh50DPLgWD4bnH
Goin' Back,Dusty Springfield,1966,,,,,,,,,1671.0,,,,,,,,,,,,6IqTtrCohx23r5P7DDtrTo
Second Hand Rose,Barbra Streisand,1966,,,,,,,,,1674.0,,,,,,,,,,,,4snR6myh4KgWiZVdK5925N
Azzuro,Adriano Celentano,1969,,,,,,,,,1686.0,,,,,,,,,,,,0qSJnwPgqt6ejZCgM0Euqx
Two Tribes,Frankie Goes To Hollywood,1984,,,,,,,,,1687.0,,1663.0,1729.0,1940.0,1506.0,1597.0,1548.0,1519.0,1608.0,1600.0,1606.0,5NN5MQyE3Lo91zAEHpGa7S
Something Happened On The Way To Heaven,Phil Collins,1990,,,,,,,,,1730.0,,1856.0,1895.0,1830.0,,1405.0,1591.0,1708.0,1775.0,1911.0,1583.0,4ziqqoW1o3P5EhNqK6CPb1
Should I Stay Or Should I Go?,Clash,1982,,,,,,,,,1745.0,,1768.0,1925.0,1831.0,,1946.0,1715.0,1921.0,1615.0,1128.0,1799.0,39shmbIHICJ2Wxnk1fPSdz
A Face In The Crowd,Tom Petty,1990,,,,,,,,,1773.0,,,1889.0,1981.0,1039.0,1345.0,1689.0,,,1561.0,,4tSZr210OTY6upjNYfEYUI
Underneath Your Clothes,Shakira,2002,,,,,,,,,1775.0,,1860.0,1832.0,,,,,,,,,15f8Cv8RXUlOOCIf2oaceN
Can't Smile Without You,Barry Manilow,1978,,,,,,,,,1776.0,,,,,,,,,,,,7qUTZEf6bgiApJEXpMAH5y
Mad World,Michael Andrews ft. Gary Jules,2002,,,,,,,,,1802.0,,1958.0,1448.0,1573.0,569.0,474.0,609.0,408.0,682.0,1166.0,958.0,2lFPtcKO3aU3uijfn6vmLT
Can't Get You Out Of My Head,Kylie Minogue,2001,,,,,,,,,1816.0,,,,,,,,,,,,3E7ZwUMJFqpsDOJzEkBrQ7
Bakker De Baksteen,Cornelis Vreeswijk ,1976,,,,,,,,,1829.0,,,,,,,,,,,,7l1SiGC7gFC7nGmFavRClw
Vogue,Madonna,1990,,,,,,,,,1846.0,,1256.0,1628.0,1652.0,1580.0,1357.0,1534.0,1311.0,1315.0,1392.0,1309.0,27QvYgBk0CHOVHthWnkuWt
Voorbij,Paul De Leeuw,1994,,,,,,,,,1863.0,,1853.0,,,,,,,,,,1Op2EoaHhF2McfDYQ4KCGW
Black Horse And The Cherry Tree,KT Tunstall,2005,,,,,,,,,1878.0,,1891.0,1657.0,1933.0,,,,,,,,0qAMjeQFyd1qD0LDiV8gWp
Hope Of Deliverance,Paul McCartney,1993,,,,,,,,,1880.0,,1959.0,,,,,,,,,,3gcAVW0ZYaajy5PK9dAhut
Ik Ben Gelukkig Zonder Jou,Conny Vandenbos,1966,,,,,,,,,1884.0,,,,,,,,,,,,13b09700CN01TDrO1uKZlW
Stay,Simply Red,2007,,,,,,,,,1885.0,,,,,,,,,,,,2Azg1mgCYDZ1iivLE52w2N
Baby One More Time,Britney Spears,1999,,,,,,,,,1895.0,,,,,,,,,,,,3MjUtNVVq3C8Fn0MP3zhXa
So Not Over You,Simply Red,2007,,,,,,,,,1896.0,,,,,,,,,,,,6arZOsLI27ydn9dmUc3tk0
Wannabe,Spice Girls,1996,,,,,,,,,1921.0,,1967.0,1730.0,1694.0,1187.0,1277.0,1298.0,1143.0,1148.0,1063.0,757.0,1Je1IMUlBXcx1Fz0WE7oPT
Fade To Grey,Visage,1981,,,,,,,,,1936.0,,,,,1908.0,,,,,,,3yobQNuKVJ62WDU7h725Fu
To Deserve You,Bette Midler,1996,,,,,,,,,1937.0,,,,,,,,,,,,5xG0YSgDMTkLlqksbBPjO6
Move On Up,Curtis Mayfield,1971,,,,,,,,,1939.0,,,,,1983.0,1015.0,1076.0,1242.0,1261.0,1249.0,1604.0,0MHXrqn909p0LRTPsNsGEi
Heading For A Fall,Vaya con Dios,1992,,,,,,,,,1953.0,,,,,,,,,,,,2eJYg5IY30FCczfLWAvPh4
Let's Stay Together,Tina Turner,1983,,,,,,,,,1981.0,,,,,,,,,,,,19DVNifOaTnuP0iq1kTqgW
Viva La Vida,Coldplay,2009,,,,,,,,,,,11.0,7.0,9.0,16.0,15.0,23.0,28.0,33.0,31.0,36.0,1mea3bSkSGXuIRvnydlB5b
Dochters,Marco Borsato,2008,,,,,,,,,,,25.0,31.0,42.0,47.0,72.0,68.0,54.0,88.0,109.0,110.0,2y3lznWjrmXHD8rXEcfEhT
Make You Feel My Love,Adele,2008,,,,,,,,,,,28.0,12.0,19.0,23.0,53.0,61.0,33.0,84.0,138.0,144.0,6P7tTFzn6oNa0GL8w8oazE
The Scientist,Coldplay,2002,,,,,,,,,,,84.0,89.0,39.0,34.0,29.0,36.0,35.0,41.0,39.0,45.0,75JFxkI2RXiU7L9VXzMkle
Sweet Goodbyes,Krezip,2009,,,,,,,,,,,97.0,163.0,338.0,552.0,688.0,657.0,737.0,891.0,774.0,775.0,3U6b6K1bmGB7q2yEfXagYw
Kijk Omhoog,Nick & Simon,2007,,,,,,,,,,,133.0,663.0,483.0,911.0,879.0,1013.0,1182.0,1384.0,1592.0,1466.0,09iiCqg36QCONd7Ofv7KoH
Smooth Criminal,Michael Jackson,1988,,,,,,,,,,,137.0,419.0,458.0,470.0,339.0,450.0,339.0,385.0,439.0,292.0,2bCQHF9gdG5BNDVuEIEnNk
Bloed Zweet En Tranen,André Hazes,2002,,,,,,,,,,,140.0,76.0,106.0,56.0,138.0,170.0,197.0,203.0,172.0,171.0,5ZLkc5RY1NM4FtGWEd6HOE
Enter Sandman,Metallica,1991,,,,,,,,,,,144.0,176.0,137.0,89.0,67.0,79.0,81.0,62.0,63.0,72.0,5BIMPccDwShpXq784RJlJp
This Is The Life,Amy MacDonald,2008,,,,,,,,,,,146.0,121.0,243.0,299.0,467.0,468.0,760.0,823.0,789.0,936.0,3AI7ca5RpYLyqaVgU7K1AP
Father & Friend,Alain Clark,2008,,,,,,,,,,,153.0,94.0,156.0,345.0,387.0,484.0,573.0,625.0,752.0,1012.0,4KW1lqgSr8TKrvBII0Brf8
So Incredible,Ilse DeLange,2008,,,,,,,,,,,158.0,134.0,307.0,500.0,435.0,632.0,1009.0,1289.0,1432.0,1075.0,1JTSUYT2K6GUkTJzIV0Ox1
Hurt,Johnny Cash,2003,,,,,,,,,,,168.0,118.0,43.0,29.0,17.0,29.0,26.0,28.0,20.0,22.0,28cnXtME493VX9NOw9cIUh
Lost,Anouk,2005,,,,,,,,,,,189.0,322.0,172.0,151.0,217.0,245.0,329.0,441.0,434.0,472.0,3DDeQ8TedL00TiIV5NmFrn
Snow (Hey Oh),Red Hot Chili Peppers,2006,,,,,,,,,,,193.0,275.0,261.0,290.0,269.0,386.0,335.0,330.0,429.0,376.0,2aibwv5hGXSgw7Yru8IYTO
Miracle,Ilse DeLange,2008,,,,,,,,,,,197.0,158.0,257.0,236.0,317.0,431.0,796.0,938.0,1032.0,787.0,2Fif2DQrGKhdGs2OqmCo4w
Shut Your Eyes,Snow Patrol,2007,,,,,,,,,,,228.0,460.0,339.0,473.0,479.0,758.0,925.0,980.0,1084.0,1144.0,2BQJVwxDZEdGvBOeWrj34g
Valerie,Mark Ronson ft. Amy Winehouse,2007,,,,,,,,,,,253.0,236.0,72.0,139.0,203.0,522.0,532.0,646.0,509.0,317.0,2IuOh7lhRrrqxKtELop1qC
Black Or White,Michael Jackson,1991,,,,,,,,,,,276.0,1532.0,693.0,587.0,647.0,831.0,722.0,731.0,921.0,591.0,7EsjkelQuoUlJXEw7SeVV4
Auto Vliegtuug,Rowwen Hèze,1999,,,,,,,,,,,290.0,405.0,472.0,644.0,673.0,995.0,833.0,986.0,989.0,825.0,5h6YgOm3ShmxmcMA0sMOgo
I Don't Wanna Hurt,Anouk,2008,,,,,,,,,,,296.0,982.0,670.0,520.0,833.0,1055.0,1383.0,,,1765.0,2ZiRiPXE929bStanWOgVES
Dirty Diana,Michael Jackson,1988,,,,,,,,,,,303.0,,609.0,522.0,502.0,585.0,541.0,386.0,416.0,392.0,4FC7GMnGwYeAjuvC83Srbs
Man In The Mirror,Michael Jackson,1988,,,,,,,,,,,326.0,1195.0,197.0,204.0,159.0,199.0,165.0,138.0,161.0,135.0,1kiNatIrwDusOZfR29W0LJ
Magnificent,U2,2009,,,,,,,,,,,330.0,432.0,662.0,775.0,775.0,1065.0,1207.0,1471.0,1717.0,1905.0,47z5v7hkOTuvb82F0FWALC
Dani California,Red Hot Chili Peppers,2006,,,,,,,,,,,338.0,1258.0,538.0,564.0,516.0,852.0,724.0,722.0,920.0,826.0,10Nmj3JCNoMeBQ87uw5j8k
Chasing Cars,Snow Patrol,2006,,,,,,,,,,,342.0,90.0,49.0,63.0,56.0,80.0,93.0,76.0,78.0,95.0,11bD1JtSjlIgKgZG2134DZ
Stop De Tijd,Marco Borsato,2008,,,,,,,,,,,348.0,,1607.0,,,,,,,,6A2aWFMBFp3YPwnwUhkFgz
Karma Police,Radiohead,1997,,,,,,,,,,,361.0,196.0,204.0,131.0,147.0,221.0,214.0,206.0,170.0,235.0,3SVAN3BRByDmHOhKyIDxfC
Mr Rock & Roll,Amy MacDonald,2008,,,,,,,,,,,365.0,289.0,572.0,814.0,1083.0,1369.0,1670.0,1782.0,1999.0,1902.0,36ejrqK1GfGLQIxFXtivjo
Rosanne,Nick & Simon,2008,,,,,,,,,,,384.0,417.0,336.0,925.0,954.0,1330.0,,,,,3uVStmfnvh0lT4ispLGvt5
Badlands,Bruce Springsteen,1978,,,,,,,,,,,389.0,360.0,415.0,320.0,280.0,362.0,444.0,415.0,457.0,607.0,0M1YQiRGel1tTMjA3orfRd
Mijn Van Straat Geredde Roos,De Dijk,2008,,,,,,,,,,,400.0,302.0,351.0,808.0,715.0,813.0,1038.0,1287.0,1453.0,1774.0,4dT8ndNPoqfhJmEqNO48BE
Hier Kom Ik Weg,Daniel Lohues,2008,,,,,,,,,,,403.0,338.0,473.0,570.0,497.0,336.0,424.0,483.0,571.0,673.0,3tuMKNEdIbv43UEM5eYa7f
Laura,Jan Smit,2005,,,,,,,,,,,409.0,759.0,672.0,1154.0,1303.0,1514.0,1788.0,,,,7c9wyPIh1VTotu8LAprOXK
Life In Technicolor ii,Coldplay,2009,,,,,,,,,,,418.0,730.0,884.0,938.0,900.0,1216.0,1170.0,1499.0,1535.0,1661.0,0VpFFXnT2kNjqJmTv57aZi
Lovers In Japan,Coldplay,2009,,,,,,,,,,,434.0,741.0,900.0,1184.0,1319.0,1905.0,1870.0,,,,5qPGi9p8VqcizfdgWxtmLt
Alles Is Liefde,Bløf,2007,,,,,,,,,,,445.0,429.0,594.0,293.0,684.0,818.0,971.0,1127.0,1015.0,975.0,0cKngKox9JinYgGOSNIT3A
Time,Pink Floyd,1973,,,,,,,,,,,449.0,381.0,342.0,274.0,212.0,277.0,308.0,382.0,369.0,333.0,3TO7bbrUKrOSPGRTB5MeCz
One Word,Anouk,2005,,,,,,,,,,,475.0,1371.0,776.0,581.0,574.0,526.0,685.0,898.0,922.0,886.0,4ZGfL4rKgXgelNgYHFaJoI
Californication,Red Hot Chili Peppers,2000,,,,,,,,,,,490.0,128.0,99.0,108.0,109.0,175.0,157.0,114.0,127.0,114.0,48UPSzbZjgc449aqz8bxox
Lost,Coldplay,2008,,,,,,,,,,,497.0,699.0,658.0,761.0,845.0,1141.0,1329.0,1603.0,1749.0,1679.0,1RNtm45kw0hPMBz7gKiIYu
Puzzle Me,Ilse DeLange,2009,,,,,,,,,,,515.0,559.0,1241.0,1814.0,1784.0,,,,,,0Pdk0d5pKlt7limUyRUDBr
Mooier Dan Nu,De Dijk,2009,,,,,,,,,,,522.0,412.0,646.0,1140.0,1217.0,1460.0,1789.0,,,,0Apwhg4EuvjyqxeeXCKU3B
Human Nature,Michael Jackson,1983,,,,,,,,,,,525.0,,1072.0,1040.0,971.0,1092.0,692.0,977.0,1007.0,773.0,35lAjvsvS9k9HHuP1fjDT8
Chasing Pavements,Adele,2008,,,,,,,,,,,530.0,309.0,209.0,246.0,437.0,482.0,423.0,602.0,814.0,792.0,71WAtDcWVYMoCsblD2uQXx
The Way You Make Me Feel,Michael Jackson,1987,,,,,,,,,,,534.0,,1183.0,1470.0,962.0,1098.0,1161.0,983.0,1037.0,748.0,0sKlV58cODrjxGFOyf9IXY
I Alone,Live,1995,,,,,,,,,,,544.0,758.0,593.0,667.0,622.0,744.0,758.0,732.0,687.0,700.0,3LpnzPxkMI6XS4JCbhNeek
Man On The Moon,R.E.M.,1992,,,,,,,,,,,563.0,613.0,413.0,579.0,501.0,580.0,625.0,558.0,556.0,849.0,4jLv3tDBu8ww2R07DvL12s
The Hardest Part,Coldplay,2006,,,,,,,,,,,568.0,835.0,810.0,822.0,926.0,1196.0,1280.0,1491.0,1743.0,1738.0,4Tw9JYF9HOuPRyccNWMgwf
You Don't Know,Milow,2009,,,,,,,,,,,574.0,1245.0,1471.0,1367.0,1895.0,,,,,,6dMQuOXNGWXlSXesJvfUgd
I'm Yours,Jason Mraz,2008,,,,,,,,,,,575.0,598.0,686.0,574.0,774.0,933.0,862.0,1020.0,1380.0,1171.0,5smPViFYtztTo7ww9gJXpD
Will You Be There,Michael Jackson,1993,,,,,,,,,,,584.0,,1177.0,1293.0,1200.0,1273.0,1326.0,1621.0,1545.0,1260.0,1igW25R8lnb5ze9GWbuVsl
Unfinished Sympathy,Massive Attack,1991,,,,,,,,,,,587.0,532.0,522.0,383.0,370.0,389.0,376.0,337.0,368.0,457.0,0j5FJJOmmnXPd0XajFWkMF
Talk,Coldplay,2005,,,,,,,,,,,595.0,683.0,701.0,695.0,566.0,806.0,875.0,1175.0,1195.0,1202.0,4wzt5Rrk3W98pHXAqutuJw
Working On A Dream,Bruce Springsteen,2008,,,,,,,,,,,598.0,424.0,680.0,898.0,722.0,935.0,1044.0,1392.0,1761.0,1485.0,08QZBupqwLXOalOpgiTi5e
Vrij Zijn,Marco Borsato,1996,,,,,,,,,,,607.0,1756.0,1674.0,1993.0,1762.0,,1797.0,,,1922.0,7b5Rt0h8j5NRif7hJIxexK
One,Mary J Blige & U2,2007,,,,,,,,,,,648.0,386.0,471.0,178.0,163.0,149.0,179.0,236.0,233.0,181.0,2w9K8zyrxcAwRKRti0BvFa
Wanna Be Startin' Somethin',Michael Jackson,1983,,,,,,,,,,,650.0,1144.0,1323.0,1626.0,1326.0,1541.0,1338.0,1644.0,1517.0,1435.0,2kulOHR2XY6YDZCWXb38hn
Warwick Avenue,Duffy,2008,,,,,,,,,,,710.0,721.0,923.0,1247.0,1426.0,1870.0,,,,,2IMIbiJlbi0pIs3FBpKFhS
I Just Can't Stop Loving You,Michael Jackson & Siedah Garrett,1987,,,,,,,,,,,714.0,,1484.0,1990.0,1634.0,1832.0,1970.0,1834.0,1929.0,1847.0,2fytePz8UsbUr8n33QBEcm
Stranger In Moscow,Michael Jackson,1996,,,,,,,,,,,725.0,,1201.0,1390.0,1059.0,1205.0,1276.0,1346.0,1361.0,1351.0,64KrFHj9p5AyCX2yZQr4YJ
Crack The Shutters,Snow Patrol,2008,,,,,,,,,,,732.0,1098.0,1054.0,1408.0,1237.0,1680.0,,,,,1HjeMi1EwfVaddHwpGjWMO
Sharp Dressed Man,ZZ Top,1985,,,,,,,,,,,740.0,675.0,562.0,693.0,544.0,430.0,483.0,613.0,634.0,855.0,1UBQ5GK8JaQjm5VbkBZY66
Human,The Killers,2008,,,,,,,,,,,754.0,502.0,664.0,400.0,340.0,527.0,623.0,699.0,716.0,829.0,1sTsuZTdANkiFd7T34H3nb
Modern World,Anouk,2008,,,,,,,,,,,769.0,1230.0,1403.0,1282.0,1457.0,1290.0,1888.0,1997.0,,,6CFH0tF61ax9OPPf9iqAxK
Mercy,Duffy,2008,,,,,,,,,,,787.0,812.0,1043.0,1807.0,1896.0,,,,,,78twQ5XCFJMTE37ZSU0gsj
Bedshaped,Keane,2004,,,,,,,,,,,800.0,,901.0,669.0,561.0,731.0,694.0,758.0,758.0,1047.0,1BoAUj2LKTvgIfi7wjAAQa
Black,Pearl Jam,1991,,,,,,,,,,,803.0,452.0,40.0,24.0,16.0,12.0,12.0,10.0,6.0,7.0,5Xak5fmy089t0FYmh3VJiY
Hurt,Christina Aguilera,2006,,,,,,,,,,,829.0,640.0,606.0,571.0,525.0,745.0,727.0,944.0,898.0,848.0,6gDXbcILAyBa2skSdbUYq7
The Rising,Bruce Springsteen,2002,,,,,,,,,,,831.0,910.0,947.0,976.0,799.0,1054.0,1051.0,883.0,1169.0,1174.0,2czBvzOv3TvnyoW7Ozo7fP
Laugh About It,Racoon,2005,,,,,,,,,,,833.0,1551.0,1395.0,1304.0,1355.0,1447.0,1898.0,,,,7JUUjL6vYeiwDxhiwzIpmW
Wit Licht,Marco Borsato,2008,,,,,,,,,,,865.0,,,,,,1648.0,,,,3rjtXuTSTMnDh2lg7iAXmD
Waiting On The World To Change,John Mayer,2006,,,,,,,,,,,871.0,1198.0,539.0,824.0,564.0,1082.0,482.0,978.0,1103.0,1248.0,5imShWWzwqfAJ9gXFpGAQh
All My Life,Krezip,2008,,,,,,,,,,,877.0,1335.0,1684.0,1455.0,,,,,,,5A5RoEPhOr4TzKA2dRxNl0
Are You Gonna Go My Way,Lenny Kravitz,1993,,,,,,,,,,,908.0,984.0,863.0,830.0,788.0,866.0,1096.0,1064.0,1104.0,1203.0,45Ia1U4KtIjAPPU7Wv1Sea
Pretty Amazing Grace,Neil Diamond,2008,,,,,,,,,,,921.0,919.0,1359.0,1855.0,1782.0,1938.0,,,,,7EcVs9Px1WcDXLSzyfYTmc
Ik Wil Niet Dat Je Liegt,Paul de Leeuw,1993,,,,,,,,,,,940.0,1427.0,1595.0,1951.0,1785.0,1878.0,1929.0,1880.0,,,00RPDqVbH3zGJEegHJ5dBJ
Ayo Technology,Milow,2008,,,,,,,,,,,955.0,1412.0,1507.0,1345.0,1781.0,,,,,,3FZl7oNIPiYVfE59uVmPDU
Wrong,Novastar,1999,,,,,,,,,,,960.0,1423.0,803.0,853.0,790.0,875.0,699.0,668.0,666.0,658.0,2zB0elpbxtr3fp80Rj6HEX
Gone Too Soon,Michael Jackson,1993,,,,,,,,,,,991.0,,,,,,,,,,66mXHPRfAwbnNKnTCNpytj
Sorry,Kyteman,2009,,,,,,,,,,,1005.0,156.0,160.0,158.0,148.0,113.0,131.0,132.0,134.0,151.0,2DOSd7L6SxgMqQlkPDt3ZT
Wanted (Dead Or Alive),Bon Jovi,1987,,,,,,,,,,,1016.0,1016.0,992.0,774.0,818.0,960.0,921.0,916.0,988.0,989.0,0oerlffJSzhRVvtDfLcp3N
Forbidden Colours,Ryuichi Sakamoto & David Sylvian,1983,,,,,,,,,,,1023.0,989.0,1038.0,1125.0,1130.0,1072.0,1230.0,1371.0,1387.0,1945.0,7MDCN64g4Ui1y7TSDn0cky
Where Is The Love,Black Eyed Peas,2003,,,,,,,,,,,1034.0,1209.0,766.0,1113.0,956.0,1066.0,897.0,1131.0,884.0,711.0,3CNqo3gYrfexdrtjFmC9he
Glory Days,Bruce Springsteen,1985,,,,,,,,,,,1036.0,908.0,930.0,837.0,687.0,839.0,853.0,771.0,891.0,880.0,2Y90nL1ohB4sgYELDs7uNx
Ruby,Kaiser Chiefs,2007,,,,,,,,,,,1039.0,1275.0,1208.0,1284.0,1198.0,1320.0,1322.0,1281.0,1449.0,1967.0,0VhhaYztcRWc7PEjJCjr1g
Love Shack,B-52's,1989,,,,,,,,,,,1053.0,750.0,883.0,1473.0,1289.0,1229.0,1399.0,1309.0,1418.0,1985.0,4W4wYHtsrgDiivRASVOINL
Dan Volg Je Haar Benen,Jan Smit,2007,,,,,,,,,,,1056.0,,1817.0,,,,,,,,3bqsAeHafn7ug4JuQ5Z4lM
Arnold Layne,Pink Floyd,1971,,,,,,,,,,,1073.0,1298.0,1178.0,1298.0,1157.0,1322.0,1612.0,,1945.0,,2Dsy7Ls7OuvG1fpjrKI5AE
Damn Those Eyes,Kane,1999,,,,,,,,,,,1081.0,,1152.0,1148.0,1224.0,1217.0,1403.0,1540.0,1308.0,1860.0,4ib0xkg2nb6CxM8sgFUxJD
Thunderstruck,AC/DC,1990,,,,,,,,,,,1086.0,882.0,61.0,48.0,54.0,24.0,27.0,21.0,13.0,19.0,57bgtoPSgt236HzfBOd8kj
Because,Novastar,2008,,,,,,,,,,,1088.0,1214.0,1616.0,1834.0,1645.0,,,,,,3iHVyV5lCqlpClKrW2VxLX
Sweet About Me,Gabriella Cilmi,2008,,,,,,,,,,,1098.0,1313.0,1756.0,,,,,,,,0aeWFHCKwVoavQdpduyB1Q
Rock With You,Michael Jackson,1979,,,,,,,,,,,1107.0,1845.0,1937.0,1560.0,1736.0,1771.0,1661.0,1525.0,1503.0,1310.0,7oOOI85fVQvVnK5ynNMdW7
Hero,Enrique Iglesias,2001,,,,,,,,,,,1113.0,1213.0,1129.0,1476.0,1540.0,1563.0,1305.0,1793.0,1931.0,1816.0,24Gxm7Eh7tO83E26LG0CsY
Mars Needs Woman,Novastar,2008,,,,,,,,,,,1116.0,,1951.0,,,,,,,,3NyNhCNfk1r1fC03T4VSDE
Boys Don't Cry,Cure,1986,,,,,,,,,,,1146.0,,1100.0,1087.0,864.0,1116.0,1148.0,1070.0,1093.0,1407.0,4dneV7C1yDt9UtyxrQY375
Waitin' On A Sunny Day,Bruce Springsteen,2003,,,,,,,,,,,1156.0,1158.0,1391.0,1164.0,664.0,911.0,968.0,672.0,945.0,973.0,7vIyudiO2Tr9hZ2yzfwQmx
How Long,Eagles,2007,,,,,,,,,,,1164.0,1471.0,1918.0,1460.0,,,,,,,7hq1Zo9SwHN8Hi2Q4vn6PU
Une Belle Histoire / Een Mooi Verhaal,Alderliefste & Paul de Leeuw,2006,,,,,,,,,,,1167.0,,1292.0,1199.0,991.0,1033.0,1159.0,1290.0,1184.0,1296.0,24uRI75arAbytHp6YDtnCZ
Off The Wall,Michael Jackson,1979,,,,,,,,,,,1176.0,,1751.0,1496.0,1601.0,1336.0,1369.0,1306.0,1260.0,1138.0,3zYpRGnnoegSpt3SguSo3W
All This Time,Maria Mena,2008,,,,,,,,,,,1179.0,1521.0,1274.0,1425.0,1334.0,,,,,,3gmffaPWGIlIm6EUfWzMdw
Love In An Elevator,Aerosmith,1989,,,,,,,,,,,1205.0,1008.0,997.0,1297.0,1279.0,1289.0,1510.0,1413.0,1406.0,,1l6DV8qhmCdgOKLSAFzPOe
Sad But True,Metallica,1992,,,,,,,,,,,1209.0,,548.0,324.0,284.0,359.0,450.0,596.0,578.0,521.0,1Ug98CRiQYu7wiSym4uLY4
Candy,Iggy Pop & Kate Pierson,1990,,,,,,,,,,,1222.0,,1052.0,965.0,932.0,965.0,1134.0,1155.0,1190.0,1101.0,6sFpmdsk4UDMcDWdy4T1Kc
Love Song,Van Velzen,2009,,,,,,,,,,,1224.0,1206.0,1470.0,,,,,,,,1BrlwD84TDj9nMNlmGWGQp
"Sitting, Waiting, Wishing",Jack Johnson,2005,,,,,,,,,,,1229.0,1356.0,1224.0,1263.0,1191.0,1745.0,1897.0,1925.0,,,5eWOsyHHic4vJP3LjTVhqv
Wonderful World,James Morrison,2006,,,,,,,,,,,1234.0,1839.0,1544.0,1758.0,,,,,,,7EfHlhxyYJ5pfh0H34j7oe
Three Days In A Row,Anouk,2009,,,,,,,,,,,1242.0,106.0,290.0,526.0,535.0,694.0,1021.0,1296.0,1532.0,1221.0,2D13EpeYm3hgbKQlLPchg3
You Oughta Know,Alanis Morissette,1995,,,,,,,,,,,1244.0,1168.0,1061.0,975.0,1040.0,990.0,992.0,1119.0,1121.0,1182.0,3jS7bB0oXVOwGFZn3aE5NV
Because Of You,Kelly Clarkson,2006,,,,,,,,,,,1246.0,1331.0,1530.0,1387.0,1513.0,1871.0,,,,,3f3omU8n47Mqyab5nCaGyT
This Is The Last Time,Keane,2005,,,,,,,,,,,1261.0,1420.0,1612.0,1480.0,1302.0,1700.0,1766.0,1977.0,1741.0,,0ylPYJtAJmAMr9jdPQ3cF7
Accidentally In Love,Counting Crows,2004,,,,,,,,,,,1305.0,1323.0,1065.0,726.0,1168.0,1623.0,1312.0,1375.0,1747.0,1767.0,4ccM2xBxicGigjLqt6A0YY
So Far Away,Dire Straits,1985,,,,,,,,,,,1307.0,1294.0,1446.0,1307.0,1278.0,1381.0,1456.0,1519.0,1616.0,896.0,5nc33qLaxz5guW9EJ2cnIB
Proosten,Guus Meeuwis,2007,,,,,,,,,,,1312.0,,1592.0,1734.0,1779.0,,1619.0,,1960.0,1464.0,2wycvGGLBBaw11yGsqVDrT
Remember The Time,Michael Jackson,1992,,,,,,,,,,,1322.0,,,,,,,,,,4jnFqNWeJCeCRHc4HCdxfd
Bend And Break,Keane,2005,,,,,,,,,,,1331.0,1225.0,1204.0,910.0,813.0,1154.0,1122.0,1463.0,1569.0,1534.0,1hoyGI5Hj81BT7Rkb9uXGF
Big Girl (You Are Beautiful),Mika,2007,,,,,,,,,,,1339.0,,,,,,,,,,7Jh9XDqXe3yvxovXsLYOO2
Pak Maar M'n Hand,Nick & Simon,2007,,,,,,,,,,,1352.0,317.0,218.0,512.0,459.0,513.0,789.0,841.0,1061.0,1139.0,3jw3qNLVrfLgLodYh0I7id
Laat Het Los,Van Dik Hout,1996,,,,,,,,,,,1357.0,,1453.0,1534.0,1539.0,1492.0,1690.0,1883.0,,,0oFXW0Mqbx4iIGnVKDRIBu
Human Touch,Bruce Springsteen,1992,,,,,,,,,,,1363.0,,1362.0,1279.0,1076.0,1165.0,1237.0,1325.0,1419.0,1627.0,1o53HbxmOy5TzThJdBaDZb
