titel,artiest,jaar,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,title,artist,track_id,artist_id,album_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Family Portrait,Pink,2003,,,,,,,,,,,,,,,,1352.0,1279.0,1367.0,1028.0,1117.0,,Family Portrait,P!nk,spotify:track:6VD5vEK2wVfTG7q84pJ6EO,spotify:artist:1KCSPY1glIKqW2TotWuXOR,spotify:album:57wJKO7qrPw56iOEKhTmg2,0.0274,0.762,0.686,3.62e-06,0.572,-5.26,0.049,91.816,0.733,54.0
If I Were A Boy,Beyoncé,2008,,,,,,,,,,,,,,,,1358.0,1504.0,1416.0,1415.0,1048.0,1549.0,If I Were a Boy,Beyoncé,spotify:track:26NX1wPt1TRCH536yocd6i,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:album:23Y5wdyP5byMFktZf8AcWU,0.107,0.632,0.518,0.0,0.354,-6.126,0.0313,90.007,0.427,67.0
Beautiful Goodbye,Amanda Marshall,1995,,,,,,,,,,,,,,,,1378.0,1201.0,1473.0,1444.0,1494.0,,Beautiful Goodbye,Amanda Marshall,spotify:track:6xqOFLDbyiXJ8FJA3mBDC8,spotify:artist:2ON3fLFbL1rHfHEjeYNKsO,spotify:album:0HEvHFESNJMTERnF6zpjnz,0.652,0.486,0.293,0.000943,0.178,-8.329,0.028,99.039,0.0393,34.0
Hedonism,Skunk Anansie,1997,,,,,,,,,,,,,,,,1417.0,1454.0,1154.0,1164.0,1064.0,1226.0,Hedonism (Just Because You Feel Good),Skunk Anansie,spotify:track:625QR3rZtbYlpKm2JisGab,spotify:artist:5HlXA01kcjssYDT7EoqUJF,spotify:album:2tpuwkJIorBM1pScIxGQfs,0.0874,0.563,0.536,0.000105,0.164,-9.488,0.0286,81.094,0.312,31.0
We Come 1,Faithless,2001,,,,,,,,,,,,,,,,1424.0,1244.0,1280.0,1179.0,1510.0,1608.0,We Come 1 - Radio Edit,Faithless,spotify:track:7reoZz80hQYuWtEn0Lsd0p,spotify:artist:5T4UKHhr4HGIC0VzdZQtAE,spotify:album:5USqWtDnrzYSN7oh1wPl2O,0.00188,0.645,0.903,0.799,0.147,-10.587,0.0441,135.977,0.61,52.0
All For Nothing,Kensington,2014,,,,,,,,,,,,,,,,1428.0,231.0,442.0,807.0,982.0,886.0,All For Nothing,Kensington,spotify:track:5uC8a9FxdqJ59XHjzdibCf,spotify:artist:5hHcAWKNV84BEbkRnbQ6A7,spotify:album:6udOhfnZ9TyExOZ4Js2QL2,0.00417,0.46,0.855,4.18e-05,0.101,-6.498,0.0658,151.973,0.373,45.0
Hey Ya!,Outkast,2004,,,,,,,,,,,,,,,,1429.0,1249.0,1249.0,1113.0,1362.0,,Hey Ya!,OutKast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,0.103,0.728,0.974,0.000532,0.175,-2.261,0.0665,79.526,0.965,77.0
Out Of Space,The Prodigy,1993,,,,,,,,,,,,,,,,1433.0,1631.0,,,1915.0,1586.0,Out Of Space,The Prodigy,spotify:track:3CL3PBAaY6l0ZuQ3EDw4cl,spotify:artist:4k1ELeJKT1ISyDv8JivPpB,spotify:album:4oYp0l5YRYjomKvXw8Js4o,0.00147,0.639,0.872,0.315,0.106,-10.968,0.0555,147.096,0.608,46.0
Where Are We Now,David Bowie,2013,,,,,,,,,,,,,,,,1448.0,,1144.0,,,,Where Are We Now?,David Bowie,spotify:track:6GrDJu7q8VAxbKdUlYzezT,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,spotify:album:16F7X7WOFZhMwQNsMil7lq,0.0463,0.547,0.463,0.0199,0.123,-8.76,0.0233,79.972,0.43,47.0
R U Kiddin' Me,Anouk,1999,,,,,,,,,,,,,,,,1452.0,1299.0,1587.0,1560.0,1262.0,1266.0,R U Kiddin' Me - Live At Gelredome,Anouk,spotify:track:2lw4XYltR27QCbEtwsRLRZ,spotify:artist:6ltVunYjAAD70YtVO6rxvX,spotify:album:2noa35OTmFnShroXPBACoW,0.0686,0.393,0.942,1.02e-06,0.985,-7.329,0.118,177.783,0.417,18.0
Cry Me A River,Justin Timberlake,2002,,,,,,,,,,,,,,,,1462.0,1146.0,1312.0,1577.0,1295.0,1802.0,Cry Me A River - Justin Timberlake,Eklipse,spotify:track:1cYgSBlOeCD5bCYnzyQQ6v,spotify:artist:6kART38d9tWb1yOcSO40YH,spotify:album:3duk4PVA7r012ysSojmnXv,0.904,0.634,0.378,0.503,0.0781,-7.625,0.0344,139.924,0.509,25.0
The Day After Tomorrow,Saybia,2002,,,,,,,,,,,,,,,,1465.0,1158.0,1395.0,1316.0,1698.0,1926.0,The Day After Tomorrow,Saybia,spotify:track:6ibUMABVFes5UDfhdtB5s9,spotify:artist:3Om2xQbLD6af0jmrMryO1w,spotify:album:46TmiNWWA5wDQLzRg6oAOP,0.00938,0.459,0.772,0.0,0.137,-5.131,0.0263,75.949,0.35,50.0
Diane,Therapy?,1995,,,,,,,,,,,,,,,,1466.0,1734.0,1749.0,1395.0,1500.0,1584.0,Nearer My God To Thee,Diane Schneider,spotify:track:0mbOhW383LPqtlnx6hGuIt,spotify:artist:7rxIr8tQMGD8AaEC543FHN,spotify:album:1HKue4Ax1nj5d6ChPITUsx,0.946,0.475,0.0232,0.926,0.0981,-27.443,0.0363,91.484,0.261,5.0
Gangsta's Paradise,Coolio,1995,,,,,,,,,,,,,,,,1467.0,1121.0,1302.0,1281.0,845.0,963.0,Gangsta's Paradise,Coolio,spotify:track:7lQWRAjyhTpCWFC0jmclT4,spotify:artist:3y24n3XhZ96wgwRXjvS17T,spotify:album:0fYctMs4EvoEqzDh8Kmg5g,0.0655,0.647,0.514,0.0,0.398,-10.05,0.0593,79.974,0.387,79.0
Master Of puppets,Metallica,1986,,,,,,,,,,,,,,,,1470.0,1140.0,109.0,93.0,89.0,85.0,Master of Puppets (Remastered),Metallica,spotify:track:54bm2e3tk8cliUz3VSdCPZ,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,spotify:album:7CGhx630DIjdJqaBDVKc5j,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,66.0
Ace Of Spades,Motörhead,1980,,,,,,,,,,,,,,,,1474.0,896.0,156.0,190.0,226.0,209.0,Ace of Spades,Motörhead,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,spotify:artist:1DFr97A9HnbV3SKTJFu62M,spotify:album:3rxF05Aux0QTrN533Kjc91,0.00242,0.317,0.981,0.00677,0.0852,-7.102,0.174,140.079,0.234,73.0
Firework,Katy Perry,2010,,,,,,,,,,,,,,,,1484.0,1500.0,,,,,Firework,Katy Perry,spotify:track:4lCv7b86sLynZbXhfScfm2,spotify:artist:6jJ0s89eD6GaHleKKya26X,spotify:album:5BvgP623rtvlc0HDcpzquz,0.139,0.638,0.826,0.0,0.0803,-4.968,0.0479,124.072,0.649,72.0
Thank U,Alanis Morissette,1998,,,,,,,,,,,,,,,,1487.0,1319.0,1386.0,1522.0,1695.0,,Thank U,Alanis Morissette,spotify:track:3CVDronuSnhguSUguPoseM,spotify:artist:6ogn9necmbUdCppmNnGOdi,spotify:album:2QXT4rGSfqjqfgpZ059yKp,0.379,0.672,0.616,2.73e-05,0.0887,-5.764,0.0258,92.094,0.566,60.0
"Tonight, Tonight",The Smashing Pumpkins,1995,,,,,,,,,,,,,,,,1517.0,1758.0,1777.0,1770.0,1716.0,1778.0,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,spotify:track:7bu0znpSbTks0O6I98ij0W,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,spotify:album:55RhFRyQFihIyGf61MgcfV,6.28e-05,0.287,0.67,0.748,0.237,-9.381,0.0368,148.928,0.222,66.0
Liquid Lunch,Caro Emerald,2013,,,,,,,,,,,,,,,,1521.0,1843.0,,,,,Liquid Lunch,Caro Emerald,spotify:track:3ZGPC4aYYDDeQrkBJefw7g,spotify:artist:492hDmhPyuIjP3MgTcIqgm,spotify:album:1ri9CkDgN9tFoZDHkIuhDs,0.117,0.85,0.76,6.5e-06,0.125,-6.124,0.0493,112.058,0.949,32.0
I Surrender,Saybia,2004,,,,,,,,,,,,,,,,1528.0,1389.0,1590.0,1540.0,1979.0,1940.0,I Surrender,Saybia,spotify:track:6TMLUWtrSoTNFo7viirKh3,spotify:artist:3Om2xQbLD6af0jmrMryO1w,spotify:album:1pQJoYbc2Q2qmwcx2q7Nre,0.283,0.285,0.434,7.87e-05,0.0552,-7.014,0.0315,135.828,0.0663,53.0
You Don't Fool Me,Queen,1996,,,,,,,,,,,,,,,,1547.0,1564.0,1478.0,1660.0,1243.0,1272.0,You Don't Fool Me - Remastered 2011,Queen,spotify:track:35balOkqaPZ4IrvZtG3YNg,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,spotify:album:4fODEKBcruDGTihYHvBXBD,0.103,0.589,0.829,8.62e-05,0.381,-6.494,0.036,121.973,0.579,43.0
Single Ladies (Put A Ring On It),Beyoncé,2008,,,,,,,,,,,,,,,,1554.0,1683.0,1259.0,1606.0,1301.0,1520.0,Single Ladies (Put a Ring on It),Beyoncé,spotify:track:5R9a4t5t5O0IsznsrKPVro,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:album:39P7VD7qlg3Z0ltq60eHp7,0.0383,0.426,0.584,0.0,0.188,-5.293,0.296,193.437,0.272,69.0
In These Arms,Bon Jovi,1993,,,,,,,,,,,,,,,,1559.0,1580.0,1586.0,1657.0,1511.0,1483.0,In These Arms,Bon Jovi,spotify:track:0vTKR5TQD03kASmEGlyDF3,spotify:artist:58lV9VcRSjABbAbfWS6skp,spotify:album:2FbviTPUjgJJUxsGM1sGDq,0.00884,0.51,0.915,1.75e-05,0.205,-3.036,0.0562,123.257,0.459,58.0
Love Rears Its Ugly Head,Living Colour,1990,,,,,,,,,,,,,,,,1566.0,1623.0,1383.0,1490.0,1787.0,1810.0,Love Rears Its Ugly Head,Living Colour,spotify:track:5huSgTVqBdIJTFhpShJfcg,spotify:artist:6Uhp7WA6sjm5ZL6Xz561de,spotify:album:2rNAZnGy5aH1enh3NRn6IA,0.0558,0.615,0.477,6.25e-05,0.231,-8.816,0.092,156.008,0.731,48.0
Who Says,John Mayer,2009,,,,,,,,,,,,,,,,1575.0,1560.0,1852.0,,,,Who Says,John Mayer,spotify:track:0HLWvLKQWpFdPhgk6ym58n,spotify:artist:0hEurMDQu99nJRq8pTxO14,spotify:album:1V5vQRMWTNGmqwxY8jMVou,0.267,0.584,0.509,0.00252,0.36,-13.109,0.0287,90.457,0.367,66.0
Fall,Dotan,2014,,,,,,,,,,,,,,,,1579.0,780.0,1794.0,,,,Fall,Dotan,spotify:track:4uw46be2IMehi2GQK1dF6R,spotify:artist:1cwOthlzLBwN8Imbq7P71H,spotify:album:4zLXNLqww6u8KtsV09Enai,0.709,0.517,0.443,0.000148,0.091,-11.761,0.0393,164.945,0.163,24.0
No Rain,Blind Melon,1993,,,,,,,,,,,,,,,,1580.0,1806.0,1448.0,1434.0,1814.0,1994.0,No Rain,Blind Melon,spotify:track:6txWz9UapYHVxEd7dDIHXT,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd,spotify:album:55jET4vDioHHd7ztX7OX3h,0.619,0.389,0.476,5.09e-05,0.255,-9.342,0.0316,148.117,0.566,72.0
Chop Suey!,System Of A Down,2001,,,,,,,,,,,,,,,,1582.0,922.0,237.0,174.0,200.0,,Chop Suey!,System Of A Down,spotify:track:2DlHlPMa4M17kufBvI2lEN,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,spotify:album:6jWde94ln40epKIQCd8XUh,0.000278,0.419,0.934,0.0015,0.132,-3.908,0.12,127.288,0.286,79.0
She Moves In Her Own Way,The Kooks,2006,,,,,,,,,,,,,,,,1583.0,,,,,,She Moves In Her Own Way,The Kooks,spotify:track:2SGBEDwsOAOAHrrdAd304i,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,spotify:album:4MhInH4XT7ReDV5fCZjaSz,0.276,0.431,0.81,0.0,0.0906,-5.379,0.066,76.412,0.795,54.0
The Model,Kraftwerk,1978,,,,,,,,,,,,,,,,1588.0,1609.0,1863.0,1982.0,1916.0,,The Model - 2009 Remastered Version,Kraftwerk,spotify:track:1FL9DHDSED6lxNMDJUJQvB,spotify:artist:0dmPX6ovclgOy8WWJaFEUU,spotify:album:3eyz60xEK5dGEeZF1JJSi9,0.00122,0.708,0.683,0.643,0.121,-7.768,0.0344,123.602,0.463,58.0
Cryin',Aerosmith,1993,,,,,,,,,,,,,,,,1599.0,1657.0,1882.0,1818.0,1877.0,,Cryin',Aerosmith,spotify:track:0NJC0FDCODpPUntRTTQq97,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,spotify:album:1tuM8yBePaekEruGsH2J79,0.000202,0.445,0.856,0.0101,0.367,-3.674,0.0327,105.872,0.486,69.0
Everything Has Changed,Taylor Swift ft. Ed Sheeran,2013,,,,,,,,,,,,,,,,1601.0,1556.0,,,,,Everything Has Changed (Taylor Swift Ft Ed Sheeran) Comp,Party Music Central,spotify:track:0tLr2Mw3puNqDDAwMc3no5,spotify:artist:2dFUsh8qgzpEmi7OIjoo5D,spotify:album:2xNWqZ3qNsOGUvyuwiEkoH,0.157,0.663,0.363,0.0,0.0644,-8.343,0.0324,79.977,0.186,20.0
Crazy In Love,Beyoncé & Jay-Z,2002,,,,,,,,,,,,,,,,1604.0,1807.0,1570.0,1947.0,1245.0,1553.0,Crazy in Love (Beyonce and Jay Z Karaoke Tribute),The Karaoke Machine,spotify:track:3ExQaySjnTus3ZJ42XX7oE,spotify:artist:1SpCo1CAtNQODuohiHGICI,spotify:album:3j3shADXPJFpJfjm8mJufi,0.0155,0.829,0.549,0.00737,0.201,-8.433,0.122,99.276,0.356,0.0
Love me again,John Newman,2013,,,,,,,,,,,,,,,,1605.0,1616.0,,,,,Love Me Again,John Newman,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,spotify:artist:34v5MVKeQnIo0CWYMbbrPf,spotify:album:7ybleSrN0ZT3bci5WZ6puk,0.00453,0.495,0.894,0.000596,0.103,-4.814,0.0441,126.03,0.213,65.0
The Drugs Don't Work,The Verve,1997,,,,,,,,,,,,,,,,1612.0,1475.0,1573.0,1477.0,1599.0,1764.0,The Drugs Don't Work,The Verve,spotify:track:15kLz0zNFdtsaJdXKSGmTU,spotify:artist:2cGwlqi3k18jFpUyTrsR84,spotify:album:4uWmfuW68AR0mGFpYlUDjL,0.184,0.442,0.52,0.0,0.154,-8.648,0.0261,77.437,0.177,62.0
Raise Your Glass,Pink,2010,,,,,,,,,,,,,,,,1613.0,1565.0,1689.0,1286.0,1276.0,,Raise Your Glass,P!nk,spotify:track:1gv4xPanImH17bKZ9rOveR,spotify:artist:1KCSPY1glIKqW2TotWuXOR,spotify:album:3uQMzfrf4kUNGsCtmTtjPh,0.0048,0.7,0.709,0.0,0.0289,-5.006,0.0839,122.019,0.625,74.0
I'm Not The Only One,Sam Smith,2014,,,,,,,,,,,,,,,,1633.0,779.0,1941.0,1910.0,,,I'm Not The Only One,Sam Smith,spotify:track:7795WJLVKJoAyVoOtCWqXN,spotify:artist:2wY79sveU1sp5g7SokKOiI,spotify:album:08jWgM4vSkTose4blKBWov,0.529,0.677,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,0.493,82.0
Jungleland,Bruce Springsteen,1975,,,,,,,,,,,,,,,,1634.0,688.0,560.0,693.0,785.0,717.0,Jungleland,Bruce Springsteen,spotify:track:3R2q3FCnNIw2XhuEbYtYk6,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,spotify:album:43YIoHKSrEw2GJsWmhZIpu,0.374,0.299,0.584,0.126,0.073,-5.984,0.0334,133.712,0.183,49.0
Treasure,Bruno Mars,2013,,,,,,,,,,,,,,,,1652.0,1745.0,1506.0,1867.0,,,Treasure,Bruno Mars,spotify:track:55h7vJchibLdUkxdlX3fK7,spotify:artist:0du5cEVh5yTK9QJze8zA0C,spotify:album:58ufpQsJ1DS5kq4hhzQDiI,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,74.0
Hier,Bløf,2000,,,,,,,,,,,,,,,,1653.0,1459.0,1781.0,1854.0,1649.0,1758.0,Hier,BLØF,spotify:track:4H4StIAv5eeuZFLt4alrYB,spotify:artist:0KQX2wRHV2VLjuscfJFNxB,spotify:album:0IjY6dBOwaD1OAIb8BxdCW,0.00278,0.497,0.759,0.0,0.138,-7.68,0.0327,163.887,0.584,38.0
Rather Be,Clean Bandit feat. Jess Glynne,2014,,,,,,,,,,,,,,,,1658.0,1581.0,,,,,Rather Be (feat. Jess Glynne),Clean Bandit,spotify:track:3s4U7OHV7gnj42VV72eSZ6,spotify:artist:6MDME20pz9RveH9rEXvrOM,spotify:album:4UB0J5V3JsZZtNR360pZ6r,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,0.549,71.0
Hard To Handle,The Black Crowes,1990,,,,,,,,,,,,,,,,1660.0,1928.0,1635.0,1634.0,1881.0,1915.0,Hard To Handle,The Black Crowes,spotify:track:05NYcsjJwOYq4jIiKPVj9p,spotify:artist:5krkohEVJYw0qoB5VWwxaC,spotify:album:2NRRQLuW6j3EsoWpIl2MR3,0.00216,0.593,0.786,0.000667,0.311,-3.596,0.0446,103.761,0.955,67.0
Fools Gold,Stone Roses,1990,,,,,,,,,,,,,,,,1661.0,1840.0,1932.0,1997.0,,,Fools Gold - Remastered,The Stone Roses,spotify:track:2mv6GY70UsHiTCGQZ4JfgC,spotify:artist:1lYT0A0LV5DUfxr6doRP3d,spotify:album:0um9FI6BLBldL5POP4D4Cw,0.000367,0.731,0.875,0.858,0.289,-6.393,0.0459,112.775,0.166,59.0
Dichterbij Dan Ooit,Bløf,2001,,,,,,,,,,,,,,,,1668.0,1896.0,1972.0,1938.0,1818.0,1875.0,Dichterbij Dan Ooit,BLØF,spotify:track:7GUINjT9Hi5zxqL4MgVtwY,spotify:artist:0KQX2wRHV2VLjuscfJFNxB,spotify:album:1fkpvvE4Y5nZh6TAM9SOmK,0.177,0.654,0.737,3.45e-06,0.234,-6.665,0.0334,112.01,0.515,15.0
Queen Of Elba,Laura Jansen,2012,,,,,,,,,,,,,,,,1669.0,,,,,,Queen of Elba,Laura Jansen,spotify:track:1e402nE03yvaw6YFruqc25,spotify:artist:1Ecagb1V0oVlO0pFKnhYWM,spotify:album:5C2h4RDpIKiuRFchSy9oeZ,0.00491,0.603,0.634,0.000217,0.143,-6.263,0.0424,113.908,0.257,13.0
Maria Maria,Santana ft. Product G&B,2000,,,,,,,,,,,,,,,,1684.0,,,,1789.0,,,,,,,,,,,,,,,,
Babylon,David Gray,2000,,,,,,,,,,,,,,,,1687.0,,1986.0,,,,Babylon,David Gray,spotify:track:5jLqVCGlKNYrLqCA1Qy4FV,spotify:artist:7J2lZBANizgPNfUzux31PV,spotify:album:0rK8K0z9sYhEhCW51v9jrp,0.0598,0.737,0.543,0.01,0.103,-10.403,0.0374,112.016,0.256,63.0
Crazy,Aerosmith,1993,,,,,,,,,,,,,,,,1694.0,1963.0,1835.0,1610.0,,,Crazy,Aerosmith,spotify:track:74irxdVWstNlEQjsvArITq,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,spotify:album:1tuM8yBePaekEruGsH2J79,0.0868,0.37,0.866,0.0,0.137,-3.879,0.0384,162.086,0.427,72.0
Praise You,Fatboy Slim,1998,,,,,,,,,,,,,,,,1695.0,1646.0,1397.0,1465.0,1730.0,1874.0,Praise You - Radio Edit,Fatboy Slim,spotify:track:21RDsw7wzUJNl2FbWTgEfJ,spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW,spotify:album:6GSF3YIop0uuOUkSx8n9QJ,0.0418,0.621,0.885,0.492,0.133,-6.826,0.0473,109.727,0.554,53.0
Oceans,Pearl Jam,1991,,,,,,,,,,,,,,,,1702.0,,,,,,Oceans,Pearl Jam,spotify:track:0LBmvPJYmtEJ7kkWvc3kbT,spotify:artist:1w5Kfo2jwwIPruYS2UWh56,spotify:album:5B4PYA7wNN4WdEXdIJu58a,0.512,0.362,0.377,0.101,0.175,-10.142,0.034,112.393,0.147,56.0
Before You Let Me Go,Kane & Ilse DeLange,2003,,,,,,,,,,,,,,,,1711.0,,,,,,,,,,,,,,,,,,,,
Times Are Changing,Di-rect,2009,,,,,,,,,,,,,,,,1724.0,1288.0,1330.0,1319.0,1536.0,1373.0,Times Are Changing - Bart Claessen Remix,DI-RECT,spotify:track:7dkxB8qm2goT2KSpnDrG8Q,spotify:artist:0d1nFNO90pwRmCeeqjOx2Q,spotify:album:5o9QItzL755vMLDgzDbiVQ,0.00163,0.62,0.59,0.722,0.364,-9.053,0.0534,131.99,0.119,1.0
The Second You Sleep,Saybia,2002,,,,,,,,,,,,,,,,1726.0,1400.0,1670.0,1526.0,,,The Second You Sleep,Saybia,spotify:track:5MzphLubufqPp6GYQAjhQD,spotify:artist:3Om2xQbLD6af0jmrMryO1w,spotify:album:5XFOWdDivkN89mkap9dYjL,0.219,0.36,0.454,0.0,0.361,-6.026,0.0311,71.75,0.116,57.0
Maybe Tomorrow,Stereophonics,2003,,,,,,,,,,,,,,,,1747.0,1647.0,970.0,1275.0,1584.0,1723.0,Maybe Tomorrow,Stereophonics,spotify:track:6SXy02aTZU3ysoGUixYCz0,spotify:artist:21UJ7PRWb3Etgsu99f8yo8,spotify:album:65ekRZTdz7ufM6yULqgjo8,0.217,0.495,0.653,0.000458,0.334,-6.769,0.0361,80.897,0.571,63.0
Virtual Insanity,Jamiroquai,1996,,,,,,,,,,,,,,,,1755.0,1600.0,1682.0,1618.0,1653.0,1762.0,Virtual Insanity - Remastered,Jamiroquai,spotify:track:47W6YR93MPCGLEUReLMyDm,spotify:artist:6J7biCazzYhU3gM9j1wfid,spotify:album:6bxhCuuhyD3zQOGZwrBduo,0.127,0.662,0.949,0.0,0.135,-4.758,0.108,91.954,0.515,68.0
Stay (So Close Far Away),U2,1993,,,,,,,,,,,,,,,,1757.0,1946.0,,,,,Stay ( Far Away So Close ),Lasha,spotify:track:1J9FJx1nHSaUL1KKOA1A17,spotify:artist:3I5AJ9GaO7Swuz6e5dABFO,spotify:album:00zpG7OiNEEsfGyM6dp1Z7,0.968,0.54,0.252,0.936,0.108,-13.582,0.0292,94.907,0.164,2.0
Sexy Als Ik Dans,Nielson,2014,,,,,,,,,,,,,,,,1758.0,876.0,1065.0,1608.0,1693.0,1715.0,Sexy Als Ik Dans,Nielson,spotify:track:126fRzagfqQvb3qrYVUV9T,spotify:artist:5m5Fh8zrb0uHM85qwkIkVT,spotify:album:2HfhZ3j4rFDgX7cL2TRU0Q,0.0895,0.781,0.548,0.0,0.172,-7.349,0.0541,94.011,0.885,51.0
Walk This Way,Run DMC ft. Aerosmith,1986,,,,,,,,,,,,,,,,1760.0,1805.0,1910.0,1641.0,1281.0,,,,,,,,,,,,,,,,
Beautiful Day,Gare Du Nord,2007,,,,,,,,,,,,,,,,1762.0,,,,,,Beautiful Day - Blue Note Version,Gare Du Nord,spotify:track:29rVgNQgTsORkOJUevAb5P,spotify:artist:0fvpn2k7FymYHxEx5U5FpP,spotify:album:2FsQxTMicdpyAokUYgQPTF,0.167,0.672,0.798,1.29e-05,0.233,-6.349,0.0538,125.983,0.568,23.0
Loser,Beck,1994,,,,,,,,,,,,,,,,1763.0,,1655.0,1687.0,,,Loser,Beck,spotify:track:5PntSbMHC1ud6Vvl8x56qd,spotify:artist:3vbKDsSS70ZX9D2OcvbZmS,spotify:album:0iIGP4Sxw3KR4OCFv2yvz8,0.0337,0.654,0.611,0.000178,0.405,-10.45,0.119,85.387,0.786,68.0
Mysterious Ways,U2,1991,,,,,,,,,,,,,,,,1775.0,1693.0,1954.0,1900.0,1908.0,1893.0,Mysterious Ways,U2,spotify:track:50JK22El2PTIzZBU2liLDI,spotify:artist:51Blml2LZPmy7TTiAg47vQ,spotify:album:0ta5VdkJcpdVnNrn7g4cZe,0.00156,0.674,0.659,0.00765,0.108,-8.049,0.0277,99.768,0.697,59.0
Wild wood,Paul Weller,1998,,,,,,,,,,,,,,,,1783.0,1947.0,,,,,Wild Wood,Paul Weller,spotify:track:7xiYCA9pJS904OASmgjOxD,spotify:artist:7Lf3LOZp3U3u2f6cWMd3AH,spotify:album:7AvcVBynPo1QaGjfzNTpZs,0.418,0.594,0.224,0.0154,0.114,-15.312,0.0481,153.726,0.513,53.0
When I Come Around,Green Day,1995,,,,,,,,,,,,,,,,1794.0,1552.0,1763.0,1650.0,1563.0,1469.0,When I Come Around,Green Day,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,spotify:artist:7oPftvlwr6VrsViSDV7fJY,spotify:album:4uG8q3GPuWHQlRbswMIRS6,0.0175,0.531,0.909,0.0,0.231,-4.236,0.034,97.546,0.814,74.0
Original Sin,Inxs,1984,,,,,,,,,,,,,,,,1796.0,1866.0,1955.0,1655.0,1868.0,,Original Sin,INXS,spotify:track:3STinUpwNebQI95obNB738,spotify:artist:1eClJfHLoDI4rZe5HxzBFv,spotify:album:2l9enpmtIGp7jZTlKxR1qa,0.0129,0.689,0.629,0.000213,0.0579,-7.262,0.0384,131.536,0.744,41.0
Secrets,One Republic,2010,,,,,,,,,,,,,,,,1803.0,1176.0,,,,,"Segreti (One Republic's ""Secrets"")",Katherine Jenkins,spotify:track:7GcHNmKsVBimMLwQ6NQrPz,spotify:artist:6dkXCmyrSrQteo0gwOGzFl,spotify:album:1pGRsAP2ubmCSq7BhVdKDM,0.852,0.328,0.36,5.35e-06,0.0971,-12.305,0.0386,147.873,0.234,29.0
Fly Away,Lenny Kravitz,1998,,,,,,,,,,,,,,,,1811.0,,,,,,Fly Away,Lenny Kravitz,spotify:track:1OxcIUqVmVYxT6427tbhDW,spotify:artist:5gznATMVO85ZcLTkE9ULU7,spotify:album:6MCNMOCRsh6nxs7PNzc0zN,0.018,0.586,0.872,0.0,0.622,-5.066,0.0483,159.925,0.729,68.0
Sonne,Rammstein,2001,,,,,,,,,,,,,,,,1828.0,947.0,187.0,182.0,168.0,147.0,Sonne,Rammstein,spotify:track:4w3R0GZ2rScJMKlgPJzHRq,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,spotify:album:7ikuEzL6xeAgu6yT6YVLy7,0.0054,0.51,0.917,0.000133,0.396,-4.806,0.0854,75.098,0.313,62.0
Here Comes The Rain Again,Eurythmics,1983,,,,,,,,,,,,,,,,1834.0,,,,1911.0,1772.0,Here Comes the Rain Again - Remastered Version,Eurythmics,spotify:track:78RIER8V6EhrqVPOBi2GYa,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,spotify:album:4pGwe5BW8GVtIP8ruoa1jB,0.0141,0.648,0.755,0.000249,0.225,-7.901,0.03,126.341,0.607,61.0
Into The Great Wide Open,Tom Petty & Heartbreakers,1992,,,,,,,,,,,,,,,,1842.0,,,1562.0,1724.0,,Learning To Fly,Tom Petty and the Heartbreakers,spotify:track:17S4XrLvF5jlGvGCJHgF51,spotify:artist:4tX2TplrkIP4v05BNC903e,spotify:album:42G5ULkCRRl3crJMlg6eKd,0.206,0.651,0.766,0.00103,0.362,-9.935,0.0299,116.74,0.949,70.0
