titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
In Dreams,Roy Orbison,1963,5YsyqcewwE0c1ukzHVciS3,587,552,627,588,488,568,631,498,685,568,827,775,896,1020,1057,1117,1203,1447,1362,1375,1343
Sexual Healing,Marvin Gaye,1982,3VZmChrnVW8JK6ano4gSED,589,931,1055,1202,903,588,774,569,871,699,823,674,742,790,742,710,839,877,836,859,1231
Cose Della Vita,Eros Ramazzotti & Tina Turner,1998,0z3Voyxi0FH0SQBc7c4wri,590,,,681,844,918,848,1007,1199,994,1313,1083,1238,1193,1395,1611,1783,,,1933,1304
Ik Kan Het Niet Alleen,De Dijk,1989,3PYV921GsRRUg5wctd7DBW,591,466,733,483,374,479,432,322,413,389,392,323,266,431,530,528,630,565,635,625,545
Guilty,Barbra Streisand & Barry Gibb,1980,60mGckXEG1EzR4VmjYLfEW,592,669,539,752,686,519,401,482,464,488,596,489,725,931,1358,1208,1313,1219,1385,1059,1278
Get Ready,Rare Earth,1970,0JHj9YBdBGSASzjTQoMleo,595,567,876,476,347,622,611,757,907,640,826,816,813,983,927,870,1073,1272,1426,1657,1597
Ashes To Ashes,David Bowie,1980,37CRPk0L5ZpfPeePEPwE0t,600,744,1081,744,677,839,1265,1056,1229,989,1030,945,1101,833,757,736,851,310,604,768,843
Boogie Wonderland,"Earth, Wind & Fire",1979,6ztstiyZL6FXzh4aG46ZPD,601,879,692,678,1164,1048,1153,1036,1165,1055,1002,916,1084,620,584,569,650,595,543,683,947
On The Border,Al Stewart,1977,4VzweaqBuc7LT6yluAt5Ol,602,320,197,189,298,360,374,435,339,342,859,564,859,1128,1354,1435,1478,1529,1378,1920,1709
Superstition,Stevie Wonder,1973,1h2xVEoJORqrg71HocgqXd,603,898,1102,949,1009,817,1124,1101,1188,1047,786,561,485,590,411,525,546,447,508,491,592
Can't Get It Out Of My Head,Electric Light Orchestra,1975,1f94GhohgeVq9SNwyFI691,608,462,282,325,273,589,739,850,1061,646,894,777,1437,1180,1151,1288,1160,1338,1303,1728,1812
Annabel,Hans De Booij,1983,6trgkuKd380kEbIrpEARGo,609,945,862,935,665,693,863,952,1070,854,998,1180,879,959,1173,1227,1405,1660,1666,1857,1560
Back Home,Golden Earring,1970,1MbOhpUF9pna1yeGvkafY6,610,476,585,868,604,766,564,627,845,655,810,719,1011,734,995,1140,1302,1235,1291,1550,1318
I'll Find My Way Home,Jon & Vangelis,1982,2UUPd83rV19BPDbjlp0RU6,611,656,400,447,790,709,761,682,1073,738,1150,1159,1240,1278,1333,1479,1579,1752,1811,1918,1726
When A Man Loves A Woman,Percy Sledge,1966,51FpzuGkRYXFgsE2zXt9av,613,1123,1616,1478,868,864,754,1066,1160,975,1258,1110,1070,1277,1207,1223,1116,1189,1152,1424,1728
I've Had The Time Of My Life,Bill Medley & Jennifer Warnes,1987,4BFMQ15vXr626UOoZL8bUI,615,741,998,1248,1445,1317,1511,1524,1666,1463,,1809,1994,1887,1851,1738,1819,1786,1881,1869,1669
Honesty,Billy Joel,1979,34E0Higz6fFVXlbVsn6TIW,616,700,625,772,863,892,797,954,898,846,1247,1131,1345,1395,1501,1341,1484,1428,1637,1803,1729
Lessons In Love,Level 42,1986,3EGI5qmVmGlfgy9BmNb1R8,617,634,666,700,1129,1240,1412,1270,1868,1312,1595,1358,1411,1526,1375,1047,1271,1256,1248,1378,1534
You Don't Bring Me Flowers,Neil Diamond & Barbra Streisand,1978,1K1nzhbKCNmrNXi9B07mPF,619,685,427,1665,1793,1321,1243,987,1347,1188,1355,1216,1714,1779,1381,1269,1654,1532,1530,1948,1986
Lea,Cats,1968,5U4zGdqxaRftV0h4gVp897,623,527,669,494,513,468,528,361,416,423,385,382,486,493,609,530,661,777,1044,963,689
Stir It Up (Live),Bob Marley & The Wailers,1979,2WKVaRAThLLvivsg1OIsNr,625,,768,666,595,392,588,661,611,578,641,554,644,721,764,1011,1223,1226,1355,1111,1181
Lucy In The Sky With Diamonds,Beatles,1967,25yQPHgC35WNnnOUqFhgVR,626,,858,1015,975,1010,918,748,723,804,590,702,695,893,702,953,1053,920,844,818,969
Driving Home For Christmas,Chris Rea,1986,3Z3QhZAZpqwZa1phsbQ3JZ,630,,630,546,748,560,566,639,552,597,528,580,587,923,732,677,647,564,615,832,630
I Will Always Love You,Dolly Parton,1983,6nRvgo4ySezQKD1D7NIqAu,632,,941,829,1262,837,832,855,805,844,1191,1066,1318,1428,1469,1303,1258,1147,1098,1232,1147
Do It Again,Steely Dan,1972,2BstRQGodshjGpeDGQiNgo,634,498,453,587,566,675,896,1041,1111,823,1004,963,1085,1107,1112,1268,1505,1713,1557,1810,1970
You Can Call Me Al,Paul Simon,1986,0qxYx4F3vm1AOnfux6dDxP,635,601,135,640,874,927,679,955,1238,837,927,1061,868,679,577,693,709,607,713,676,762
Don't Stop,Fleetwood Mac,1977,3CPeWqqaHR0hmyfsWhMJQs,636,566,527,586,767,669,762,794,748,709,749,760,827,696,527,608,719,765,853,701,683
State Of Independence,Donna Summer,1982,1864O99twGgmk18fGY1Brs,637,776,882,767,719,700,922,1016,1051,880,913,839,942,817,745,857,1007,963,954,763,1036
Greatest Love Of All,Whitney Houston,1986,6yJxCltgtmGxIgKOS6ndnu,638,1321,1261,1639,1899,1877,,1869,1784,1832,1847,1810,,1651,1468,1502,1607,1756,1622,1286,1464
Hilversum 3,Herman Van Veen,1984,5Q70jnVvbdmJMnGEVTeRTy,639,,621,901,1071,626,806,808,741,761,838,969,881,1123,1007,1125,1004,948,1162,1201,1235
It's A Long Way There,Little River Band,1976,7vMS7xSaSUwpirgzD346Q6,640,530,573,423,635,658,648,716,892,677,719,604,842,1015,1030,825,995,1166,1272,1336,1249
Dancing In The Street,David Bowie & Mick Jagger,1985,6FnuMo55jNECTDdS1nD5H0,641,,723,780,997,816,926,1045,1090,967,824,806,939,1371,1054,988,1028,523,830,961,937
Max,Paolo Conte,1988,6KzxNL97YEyMB898RYrMCy,643,636,495,783,498,678,712,770,882,702,521,411,566,527,630,503,501,468,478,1102,1257
Don't Let The Sun Go Down On Me,George Michael & Elton John,1991,2KZJJ1rhRVmXM4lwW4OLo9,646,736,880,761,870,1035,1383,1049,1193,1065,1402,1103,1233,1303,1150,1347,1264,1266,714,425,365
I Won't Let You Down,PHD,1981,4EM0tBbOWDjDHO8KPvYKXX,648,830,645,728,649,523,1041,1029,1038,831,1106,1237,1174,1444,1220,1486,1247,1311,1456,1458,1632
Song Sung Blue,Neil Diamond,1972,4FZ8wtTaOAbYvyChBt4GEQ,653,895,520,1112,1169,1216,1226,886,1047,1006,1152,1212,1436,1706,1547,1434,1709,1715,1793,1861,1721
So Long Marianne,Leonard Cohen,1968,14CsqOaDkOkrZ49UJLtuOJ,654,894,842,547,473,551,555,474,468,495,265,368,484,471,509,542,713,177,552,716,676
Something,Beatles,1969,0pNeVovbiZHkulpGeOx1Gj,655,803,732,621,451,627,320,417,451,430,510,487,512,603,446,519,555,781,788,962,596
Don't Leave Me This Way,Communards & Sarah Jane Morris,1986,0ire4j2mcGovF5JA1D2cTp,657,853,951,845,1270,1988,1345,1650,1789,1535,1804,1828,1917,1894,1503,1291,1467,1366,1340,1703,1408
Sex Machine,James Brown,1970,7tMCIOFe99cWEYr21wfsDp,658,1118,1068,892,661,798,1090,1077,982,934,876,852,985,1001,1081,952,1163,1150,1299,1655,1745
China Girl,David Bowie,1983,5Ei9o2fHEnfHb84YrPuz4v,659,564,580,633,734,888,962,1079,1100,930,901,786,956,968,896,780,871,379,614,752,733
Oxygene IV,Jean Michel Jarre,1977,4bePJElCkyg8Zb9rY2gTYZ,660,596,469,815,1028,771,982,1032,969,916,1354,1107,1164,1004,1046,1048,1198,1423,1460,1497,1490
Sound Of The Screaming Day,Golden Earrings,1967,2UlCFQZgZckWXwH1V1RcjL,661,896,1075,799,1175,1087,897,981,1425,1079,1057,1024,1160,1766,1371,1513,1737,1695,1964,,1809
Les Lacs Du Connemara,Michel Sardou,1982,3vHswuqTNO0hIiW6am0tKB,662,,781,869,1140,797,691,633,916,766,1014,918,1154,1048,1004,1213,1215,1459,1443,1489,1357
Memories,Earth & Fire,1972,5malcEQy6M2qmfKdS6ajZs,664,788,362,688,724,793,834,825,1285,841,975,862,971,1068,1268,1209,1345,1488,1430,1487,1323
Maggie May,Rod Stewart,1971,6rovOdp3HgK1DeAMYDzoA7,665,850,696,722,747,863,855,863,1058,850,777,792,952,1028,1101,1133,1164,1240,1235,1417,1445
Live And Let Die,Paul McCartney & Wings,1973,2p5YsiLsdmFlBtJOmFXDDj,671,1506,1044,1264,946,1041,1530,1398,1617,1333,1084,1205,1234,1336,1532,1768,679,1191,1333,1218,1423
Golden Years,David Bowie,1976,4JRem7xHp2l0kmUvt9zCKu,672,1259,1051,838,914,1100,1137,1362,1566,1225,1134,1173,1262,1197,1199,1250,1250,576,1024,1072,1194
Monday Monday,The Mamas & The Papas,1966,3EFb1qDgIqf9MegIryKtDj,673,824,927,857,910,728,830,628,803,727,680,937,838,1226,1291,1038,1404,1563,1669,1820,1765
Wild Rover,Dubliners,1964,6K9cjIloubdwJxwxrDcETI,674,,794,788,575,749,614,663,786,676,1044,1068,1046,905,1008,1128,1224,1186,1314,1292,1126
The Life I Live,Q65,1966,67z8xOJ6ayyqntUzH5ix79,675,429,460,590,372,536,633,532,804,571,488,679,568,784,967,824,1034,1124,1172,1332,1462
I've Got Dreams To Remember,Otis Redding,1968,4Ym0HjYfgEaUgjI3WuDqMK,676,991,843,880,762,633,524,693,688,648,707,507,505,659,536,643,844,951,1106,1052,1354
I Want You To Want Me,Cheap Trick,1979,1JkZg3eMQTmTn93E8Yd3UL,677,572,738,903,813,703,940,832,814,778,1187,1193,1300,1225,1239,1068,1067,871,1001,1503,1465
You've Got A Friend,James Taylor,1971,69l8nFPu0LWmnoJX7YSVYc,678,1128,734,583,636,617,647,444,626,564,592,504,718,699,694,607,671,1010,930,1225,1162
Love Is The Drug,Roxy Music,1976,3wtMkvedoWMQ3XTKv7tqcZ,679,638,756,667,1066,830,1188,1071,1348,1054,1122,1296,1363,1545,1325,1468,1748,1679,1710,1876,1932
When I'm Sixty-Four,Beatles,1967,1NrbnHlR2BFREcyWXHIHip,680,934,1194,705,802,739,835,695,669,701,684,796,910,880,863,954,1391,1542,1771,1340,1248
Why Tell Me Why,Anita Meyer,1981,1bYgVuthr7VOXDpH6fGfcm,681,808,648,641,711,676,667,745,540,630,640,520,518,993,789,944,1016,783,756,666,566
Isn't She Lovely,Stevie Wonder,1976,6wGlAaMfyhKdEPr2zycAnN,682,,1339,1043,1073,759,787,746,823,800,1954,926,819,841,914,1183,1314,1118,1300,917,1206
Lyin' Eyes,Eagles,1975,5lQKRR3MdJLtAwNBiT8Cq0,684,615,358,527,523,723,606,512,408,507,494,513,660,691,572,588,611,539,554,709,668
The Living Years,Mike & The Mechanics,1989,7tJnjRY2js0yXtNUWE4fgF,686,900,719,1096,936,997,865,943,1119,954,1074,1081,1279,1037,945,896,1033,1168,1200,1282,1251
Son Of A Preacher Man,Dusty Springfield,1968,7odHgoLFi3GQ90E9PeraI3,687,733,680,735,659,460,689,666,544,593,655,511,665,839,822,1018,980,868,801,674,871
Black Betty,Ram Jam,1978,2ZOTtG7v1OrSNs6EINIGb4,688,312,757,909,626,575,496,872,822,678,760,838,735,421,428,338,515,533,574,643,614
Daniel,Elton John,1973,1BvJmtaXsqtH438BcDPeBb,689,975,913,990,1056,1014,1008,1105,1192,1076,1353,1207,1387,1606,1805,1890,,1944,1802,1960,1449
Isn't It Time,Babys,1977,3pyoAvbBO4kDKkh999Miyj,690,540,385,501,646,682,749,707,765,666,891,1019,1093,816,1420,1148,1287,1073,1033,1997,1755
Foto Van Vroeger,Rob de Nijs,1980,3h9k4hZVdPWV9E3xQwZuKI,693,404,312,327,324,438,452,279,340,336,529,418,523,756,667,698,812,926,835,1173,865
Green Green Grass Of Home,Tom Jones,1966,5BFWQXNGPYadZxNKxY1UfU,694,,780,895,956,809,794,659,781,749,1094,958,1159,1643,1331,1265,1358,1649,1816,1733,1703
She's A Rainbow,Rolling Stones,1967,6gKAjxAV0LvphJD1F54L9w,695,802,702,532,634,684,716,776,490,623,743,650,850,742,812,989,894,958,973,699,783
Sowing The Seeds Of Love,Tears For Fears,1989,0PbAyLrJRDxckQBLQ2Addc,696,765,662,746,822,1092,1391,1276,1442,1168,926,1000,1119,1129,1114,1058,1166,1223,1072,1343,1473
Don't Bring Me Down,Electric Light Orchestra,1979,72ahyckBJfTigJCFCviVN7,698,535,533,813,1127,979,927,1034,1293,1032,967,994,1002,1294,1180,1282,1274,1169,1070,1320,1309
Somebody To Love,Jefferson Airplane,1970,4uGIJG1jYFonGc4LGp5uQL,701,619,945,902,815,836,1146,1013,1342,1015,1249,1399,1244,1138,1174,1293,1483,1512,1712,1420,1663
Je Loog Tegen Mij,Drukwerk,1981,53348QPO1Bhkd8oFABaGYK,703,886,922,906,901,1106,1197,1457,1721,1285,,1885,,1811,1833,,,,,,1870
Can You Feel The Love Tonight,Elton John,1994,67HKtdqchK0rmODxsBeWT8,708,1246,1466,1494,1224,1080,1615,1313,1395,1330,1702,1872,1526,1486,1461,1918,1465,1740,1730,1523,1288
Rhiannon (Will You Ever Win),Fleetwood Mac,1976,4fbwTO3DJ2qryMddov9RbB,710,579,614,556,617,722,889,990,1030,824,813,817,794,797,538,567,506,570,530,583,634
I Wish,Stevie Wonder,1977,687YZan9Gol1UVvbpUSO6Y,711,829,1157,726,1135,807,1093,1119,1107,1022,841,876,785,740,786,946,1172,899,1071,1183,1207
Ain't Nobody,Rufus & Chaka Khan,1984,53Za5vyGc1x7GxgJVRjRKc,712,,1199,806,1132,1211,1439,1504,1231,1287,1630,1444,1433,1612,1671,1606,1569,,,1823,1822
I Started A Joke,Bee Gees,1969,36CKza28wMxYdjdzji7ine,713,608,340,645,504,680,601,612,494,558,922,911,940,1066,1018,1051,1321,1136,1204,1636,1585
Johnny B. Goode,Chuck Berry,1958,2QfiRTz5Yc8DdShCxG1tB2,714,786,650,914,839,760,914,1167,876,894,862,905,719,904,763,847,949,901,436,737,964
Ich Bin Wie Du,Marianne Rosenberg,1976,5ZIwhaTKGjxXMfvKO9EVXU,715,726,582,513,850,923,868,911,1097,876,1062,929,1180,1134,1259,1237,1114,1297,1250,1039,1132
Waterloo Sunset,Kinks,1967,5nrmGFJ87crVoJF5xdRqwn,722,772,663,996,738,857,888,750,770,764,830,881,998,909,930,1002,1210,1364,1469,1608,1592
Luka,Suzanne Vega,1987,5yMXAaSvxo12QkYU75Ixv0,727,,967,1177,1109,1192,1301,1406,1359,1300,1684,1454,1447,1402,1449,1446,1853,1984,1961,1746,1482
Bestel Mar,Rowwen Hèze,1992,5xVltZELKMdfE6hOLrSc4V,733,,643,542,462,322,153,262,213,244,503,574,733,892,899,1450,1213,1394,1611,1409,954
The Weight,The Band,1968,0P7DoyGrr4Wp9w5TotEtUC,734,938,901,565,783,902,706,848,832,774,781,794,933,508,323,324,352,348,356,759,784
Time After Time,Cyndi Lauper,1984,1Jj6MF0xDOMA3Ut2Z368Bx,735,710,839,1046,1189,1158,1324,1341,1381,1246,1382,1537,1432,1872,1566,1650,1812,1356,1495,1551,1711
Leaving On A Jetplane,John Denver,1969,4bLM7i6LcPoyR0lhE6j4kV,737,,800,877,737,599,540,556,407,534,467,447,447,513,526,692,619,487,558,633,543
We Can Work It Out,Beatles,1965,1hTUFqJuQAMjXVGwUPWDqi,738,1044,724,843,941,992,1201,1069,930,985,1078,1240,1380,1261,1408,1567,1268,1564,1740,1736,1868
My Sweet Lord,George Harrison,1970,0qdQUeKVyevrbKhAo0ibxS,740,1452,581,375,326,654,701,678,981,643,620,662,685,1008,902,934,1040,1014,986,1106,1188
Never Be Clever,Herman Brood & His Wild Romance,1979,0KLLN24yYlb7fsKvXjz3GI,744,1039,668,631,970,707,901,873,1243,891,818,903,713,769,703,776,706,693,689,652,721
The First Time Ever I Saw Your Face,Roberta Flack,1972,0SxFyA4FqmEQqZVuAlg8lf,747,,1303,938,705,601,736,751,1127,779,947,705,966,986,781,1030,1165,1316,1191,1181,1455
Where Do You Go To My Lovely,Peter Sarstedt,1969,6M665tf7ZKQzUFA5yOrUE4,748,1051,1495,1052,912,1059,934,936,1083,981,1342,1192,1532,1324,1502,1518,1685,1748,1390,1903,1879
Sledgehammer,Peter Gabriel,1986,4AUS8KNz7zX8XFu9L38GT0,749,484,593,852,588,623,748,830,989,754,912,861,970,917,951,975,1100,1011,1076,1272,1345
The Name Of The Game,ABBA,1977,4CGoNahcgmwPdesr6f5Tng,750,769,936,1126,1481,1470,1485,1648,1269,1396,1442,1640,1752,1500,1690,1569,1673,1690,1531,1151,1439
Sorry Seems To Be The Hardest Word,Elton John,1976,4eP6oyNbAJcViaiHtPsOCh,757,1080,890,964,856,841,1037,1306,1448,1123,1392,1391,1293,1853,1519,1688,1810,1807,1549,1822,1504
Blue Hotel,Chris Isaak,1987,1gmECUFPAyNEfcNwAxWvV9,759,719,978,832,876,754,1111,1460,1274,1092,1370,1309,1207,1373,1185,1585,1547,1482,1357,1635,1859
Mercedes Benz,Janis Joplin,1970,1MntHPLU1T7a9W4tojbg8g,761,704,798,936,708,660,735,675,883,717,716,591,654,780,806,848,1027,907,883,870,1073
"He Ain't Heavy, He's My Brother",Hollies,1969,41iPmvB2ogl3dzEHw9EZh0,762,857,355,492,571,565,481,581,624,557,517,576,754,842,670,701,886,987,1201,1436,1232
Twist In My Sobriety,Tanita Tikaram,1988,651In9fY9BregQWY0cF7l2,763,742,670,951,935,1027,971,1042,1182,1017,1231,1565,984,1281,1227,1221,1357,1581,1367,1658,1823
Nergens Goed Voor,De Dijk,1989,1Dr8Wa2OJt8gU1yJBloU5A,764,,399,656,400,600,600,533,746,580,752,631,617,840,866,864,1078,1084,1150,1215,1061
Midnight Rambler,Rolling Stones,1969,3tIvHt7VaIenprWXrYzgwb,765,,,924,934,906,1040,853,1191,992,1142,1204,1389,1424,1069,1127,1362,1624,1175,1614,1547
I'll Have To Say I Love You In A Song,Jim Croce,1974,4TjrIZw2QxJxbVjdc3XKsj,769,831,892,627,805,802,812,779,1075,815,1013,851,1035,1381,1212,1258,1385,1626,1507,1924,1742
Road To Nowhere,Talking Heads,1985,5gS8whHdcpbkdz0qonQZF8,772,517,754,793,774,789,978,908,1181,899,1066,951,949,1152,1021,880,974,1026,1058,1242,1059
What A Fool Believes,Doobie Brothers,1978,2yBVeksU2EtrPJbTu4ZslK,773,,985,1274,1432,1066,1416,1377,1598,1379,1942,1485,1610,1863,1684,1692,1539,1599,1124,1558,1502
Yellow Submarine,Beatles,1966,50xwQXPtfNZFKFeZ0XePWc,774,837,1468,971,1397,1051,1177,1185,1202,1160,1118,1129,1105,1449,1166,1552,1502,1502,1897,1339,1518
Cecilia,Simon & Garfunkel,1970,6QhXQOpyYvbpdbyjgAqKdY,776,1311,730,1206,1390,1219,1011,1195,1470,1220,1232,1246,1167,1114,1241,1396,1562,1437,1470,1539,1392
I Feel Love,Donna Summer,1977,7B7lf3sIze5VR2WuYttn18,777,1032,1040,1175,1278,1197,1335,1562,1394,1353,1467,1633,1302,1092,856,1110,1120,1029,767,617,695
Cold As Ice,Foreigner,1977,7vidktgNZFQylTgH1GEnMs,782,667,654,617,720,694,714,929,1283,835,1166,1344,1217,1287,1418,1372,1450,1517,937,1334,1370
Pa,Doe Maar,1983,0JlkKwteTqKO9UwbM8q7v7,785,578,1590,1236,1408,1265,1459,1636,1726,1499,1697,1801,1547,997,1254,1648,1555,1686,1336,1501,1614
Can't Stand Losing You,Police,1979,39ZC8fZuLGJfpoaTST7vw3,787,1364,1195,1261,1401,1167,1716,1683,1487,1470,1324,1262,1434,1174,1249,1630,1795,1730,1751,1337,1606
Fly Like An Eagle,Steve Miller Band,1976,3e0FzZjTXOUtiJGSClOBrI,788,697,897,719,749,729,1038,780,1064,829,1015,935,871,1009,1320,1386,1637,1390,1368,1370,1573
New Kid In Town,Eagles,1977,6Zyz8lsnMFpIrCTuvGurCB,791,595,456,472,456,577,515,480,434,474,508,523,549,544,521,508,632,555,584,803,686
Sweet Caroline,Neil Diamond,1969,62AuGbAkt8Ox2IrFFb8GKV,792,721,697,1317,1470,1411,1247,1113,1135,1178,868,779,822,1207,867,640,669,569,330,319,190
Fire,Pointer Sisters,1979,65lHwG8JFJs67PnOUhCYPq,794,1098,1022,785,953,768,853,557,886,730,1079,1100,1230,1440,1085,1475,1839,1721,,1519,1744
Laat Me,Ramses Shaffy,1978,6XzBlaRUFcps7zkKgZWh7E,796,591,579,398,452,310,138,175,264,213,10,48,93,153,134,131,122,126,108,161,93
Dynamite,Mud,1974,0o5c3yGV4WUoiXZbfAR34I,799,825,695,671,633,758,796,669,839,712,1132,1140,1351,1459,1385,1525,1591,1551,1487,1482,1284
Sammy,Ramses Shaffy,1966,2eSbyJnaflVxnOieP11eYz,806,1289,1010,953,1096,717,730,653,837,748,90,563,775,890,804,1017,1088,1283,1288,1528,883
Theme From Mahogany,Diana Ross,1976,10VbGCpgC4FtmYSwBLvIDX,809,739,728,1068,1199,1136,1186,1114,1309,1153,1252,1316,1601,1795,1707,1617,1793,,,,1995
You Can Leave Your Hat On,Joe Cocker,1986,1x9iOd3K1JC6tdjGZJpFgZ,811,,626,750,1084,775,833,829,1069,873,933,797,1062,1109,1090,1226,1117,1141,1311,1222,1243
It's A Man's Man's World,James Brown,1966,6AIB4vBOGWM4FJ65yNWaXu,813,1385,1474,888,987,903,1085,1300,1053,1085,1022,830,569,771,771,743,953,1082,1226,1412,1814
Nutbush City Limits,Ike & Tina Turner,1974,1CKzlUkzUIRFWw8PV1L04J,818,889,701,993,1405,941,1232,1152,1374,1166,1539,1415,1421,1147,1175,1495,1777,1724,1889,1266,1270
You Got It,Roy Orbison,1989,6r20M5DWYdIoCDmDViBxuz,822,874,911,1120,1393,1161,1372,1354,1546,1342,1577,1686,1704,1740,1776,1930,1868,,,1864,1795
Sound And Vision,David Bowie,1977,1vP2JEXRsGrFbwOZ0foOQ5,828,1008,1269,847,1098,843,1165,1211,1312,1125,1061,1090,1252,1005,847,798,975,472,730,907,823
50 Ways To Leave Your Lover,Paul Simon,1976,6Qb7gtV6Q4MnUjSbkFcopl,836,,617,1014,1043,985,1263,1202,1159,1135,1201,1070,1223,752,910,1171,1235,990,1049,1177,1220
Because The Night,Patti Smith Group,1978,77XlfkvXtMwppbEU5sku97,839,1092,1019,669,994,855,1103,1168,1217,1057,1040,954,1130,1095,1019,1152,989,1243,1302,1116,1424
Le Freak,Chic,1978,3ClOMebBxeNTYCOfTH24YJ,845,861,980,1259,1533,915,1444,1361,1326,1263,1933,1583,1838,1693,1172,1153,1330,968,1318,1522,1647
Stiekem Gedanst,Toontje Lager,1983,1tU5J8aMqCQe7WtqTkFLQL,846,518,731,612,756,730,705,786,971,765,1542,1421,1202,1253,1339,1526,1558,1636,1528,1445,1301
Take It Easy,Eagles,1972,4yugZvBYaoREkJKtbG08Qr,847,,640,658,662,780,635,646,522,619,557,549,639,531,457,491,545,355,352,391,372
Lady Madonna,Beatles,1968,1raiIrqaqRAqZmQWZlLuBd,851,926,598,1050,851,1171,1032,844,1000,928,879,887,1042,1219,1138,1659,1506,1953,1882,1867,1987
Lemon Tree,Fools Garden,1996,4fXGWiVhlOLdhwRDP6pIFG,854,,1171,598,717,928,1012,958,1110,941,1119,953,1066,789,749,838,745,960,906,746,850
September Morn',Neil Diamond,1979,2CXkN6UAb3jAFwz4VbsDq0,860,1007,783,1077,1032,1135,1223,787,1052,963,1110,1160,1116,1353,1230,1144,1557,1451,1407,1240,1030
Ain't No Sunshine,Bill Withers,1971,5Y6c7TRTceWR7HPYtXYC6Z,864,,771,969,761,570,851,1044,851,814,1099,649,298,217,209,257,244,263,259,451,472
Toveren,Herman Van Veen,1987,101IuigoZwwoIiDQBaxFve,865,,,1384,1237,1142,1074,1346,1033,1200,1226,1307,1368,1584,1596,1753,1722,1707,1872,1611,1919
Up Where We Belong,Joe Cocker & Jennifer Warnes,1982,0Co8hKbjUy273NrGliGdWZ,869,1195,1023,1195,1429,1224,1356,1426,1373,1344,1747,1764,1834,1852,1810,1743,1837,1868,1833,1854,1733
You Took The Words Right Out Of My Mouth,Meat Loaf,1979,7wawEkN4nhPqSBWleGvdxa,870,,314,699,443,711,935,651,689,642,834,742,920,1051,944,832,864,1080,1266,1086,1047
Homburg,Procol Harum,1967,1nxxYKsraVrPnNRzISliwM,871,671,990,504,796,967,798,894,1138,881,1270,1290,1324,1531,1517,1746,1849,1980,1862,1954,1655
I Wanna Dance With Somebody,Whitney Houston,1987,2tUBqZG2AbRi7Q0BIrVrEj,872,1263,1723,,,,,,,,,,,1412,1973,1883,1586,1446,1555,946,1003
The Worker,Fischer-Z,1979,4sxsZUKO543RzqWPeA5cQY,875,,606,665,745,744,877,909,1235,889,677,780,752,866,1014,918,1049,1028,867,1483,1451
Crazy On You,Heart,1977,5zH710lFSLtkHbMkslLDjR,882,649,831,668,890,955,997,1047,1176,996,763,756,1008,1033,977,810,914,943,917,1109,1259
Wonderful World,Sam Cooke,1960,2g2GkH3vZHk4lWzBjgQ6nY,888,847,1548,1531,556,1481,1442,1005,1174,1077,1153,998,790,1019,1086,966,935,959,1086,1561,1863
Everybody Wants To Rule The World,Tears For Fears,1985,4RvWPyQ5RL0ao9LPZeSouE,891,953,958,1111,1302,1119,1409,1213,1361,1239,1059,1149,1137,1156,1000,928,979,857,766,821,807
At Seventeen,Janis Ian,1975,7wJpqjqk8QbHpCakY1ZacY,894,716,613,741,792,621,857,761,743,719,867,773,824,767,994,1131,1359,1449,1467,1306,1527
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,0HOrDVS349XFcpCYsO2hAP,895,161,216,192,246,421,267,374,352,314,482,461,533,877,937,639,736,941,1078,1639,1780
We Belong To The Night,Ellen Foley,1979,43BjqjFMxwd6AnjKBukp03,899,544,806,874,1007,840,944,892,1114,920,1170,1006,1316,1185,1286,1207,1393,1458,1330,1547,1884
The Way We Were,Barbra Streisand,1973,1vZTgn4JXWMahR8r99ug5H,903,,1005,733,913,859,964,806,442,688,790,837,983,1126,1104,1170,1432,1518,1280,1572,1900
Don't Let Me Be Misunderstood,Santa Esmeralda,1977,03MVMUFmiv89xXMi4sXtfj,904,1134,1007,867,1075,1065,1033,1021,1266,1084,966,1167,1186,1093,1251,1143,1206,1401,1384,1890,1816
La Vie En Rose,Grace Jones,1977,5yJrl2r0vr6u9BXqQXZE3V,907,995,925,778,1182,975,1268,1164,1294,1146,1338,1031,1378,1165,1275,1480,1492,1559,1599,1641,1538
My Baby Just Cares For Me,Nina Simone,1987,6VTbbVjKOC2qWagIDbkJrC,908,1143,1440,1617,1282,1001,1072,838,1037,1000,1091,1027,1161,1054,1067,1313,1309,1347,1405,1135,1415
Sunshine Of Your Love,Cream,1968,2K2M0TcglCRLLpFOzKeFZA,912,840,1246,1369,957,826,953,1017,1085,988,1151,1256,1104,1167,1132,984,1423,1580,1632,1400,1612
