titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1283
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1293
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1303
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1322
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1329
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1362
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1425
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1461
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1511
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1532
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1536
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1574
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1593
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1628
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1637
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1659
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1661
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1678
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1679
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1720
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1740
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1750
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1809
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1852
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1864
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1894
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1964
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1965
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1966
Harborlight,Windjammer,1977,,,1262,1158,1341,1803,1669,1659,1975,1739,1701,,,,,,,,,,,1988
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,51
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,84
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,127
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,161
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,291
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,349
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,354
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,368
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,413
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,494
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,506
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,514
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,619
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,632
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,721
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,748
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,789
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,834
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,848
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,892
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,935
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1088
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1102
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1129
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1152
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1221
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1250
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1283
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1293
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1303
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1322
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1329
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1362
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1425
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1461
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1511
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1532
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1536
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1574
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1593
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1628
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1637
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1659
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1661
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1678
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1679
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1720
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1740
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1750
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1809
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1852
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1864
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1894
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1964
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1965
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1966
Le Printemps,Michel Fugain,1977,,,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,,,,,,1988
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,51
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,84
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,127
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,161
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,291
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,349
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,354
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,368
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,413
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,494
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,506
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,514
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,619
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,632
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,721
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,748
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,789
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,834
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,848
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,892
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,935
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1088
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1102
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1129
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1152
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1221
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1250
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1283
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1293
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1303
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1322
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1329
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1362
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1425
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1461
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1511
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1532
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1536
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1574
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1593
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1628
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1637
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1659
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1661
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1678
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1679
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1720
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1740
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1750
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1809
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1852
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1864
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1894
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1964
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1965
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1966
Push It,Salt -N- Pepa,1988,,,1395,,,,,,,,,,,,,,,,,,,1988
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,51
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,84
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,127
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,161
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,291
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,349
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,354
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,368
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,413
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,494
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,506
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,514
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,619
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,632
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,721
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,748
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,789
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,834
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,848
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,892
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,935
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1088
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1102
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1129
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1152
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1221
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1250
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1283
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1293
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1303
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1322
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1329
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1362
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1425
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1461
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1511
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1532
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1536
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1574
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1593
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1628
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1637
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1659
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1661
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1678
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1679
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1720
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1740
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1750
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1809
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1852
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1864
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1894
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1964
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1965
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1966
The Summer Is Here,Outsiders,1967,,,1398,,1655,,1806,1680,1849,,1990,,,,,,,,,,,1988
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,51
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,84
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,127
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,161
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,291
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,349
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,354
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,368
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,413
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,494
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,506
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,514
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,619
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,632
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,721
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,748
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,789
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,834
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,848
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,892
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,935
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1088
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1102
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1129
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1152
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1221
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1250
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1283
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1293
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1303
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1322
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1329
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1362
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1425
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1461
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1511
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1532
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1536
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1574
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1593
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1628
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1637
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1659
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1661
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1678
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1679
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1720
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1740
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1750
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1809
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1852
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1864
Hollywood Seven,Alides Hidding,1980,,,1439,1637,1555,1750,,,,,,,,,,,,,,,,1894
